id,homonym,judge_meaning,suprisal_GPT2_large,average,sentence,modified_sentence
2163,collect,assemble or get together,2.9165589809417725,2.4,They had come to collect.,They had come to [assemble or get together] collect.
2164,collect,call for and obtain payment of,3.0633511543273926,3.6,They had come to collect.,They had come to [call for and obtain payment of] collect.
2165,collect,assemble or get together,2.9462320804595947,2.8,They had come to collect.,They had come to [assemble or get together] collect.
2166,sentence,a string of words satisfying the grammatical rules of a language,3.3397164344787598,1.1666666666666667,The judge asked for a different sentence.,The judge asked for a different [a string of words satisfying the grammatical rules of a language] sentence.
2167,sentence,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.4496946334838867,4.0,The judge asked for a different sentence.,The judge asked for a different [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] sentence.
2168,sentence,a string of words satisfying the grammatical rules of a language,3.5309901237487793,1.0,The judge asked for a different sentence.,The judge asked for a different [a string of words satisfying the grammatical rules of a language] sentence.
2169,sentence,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.599426746368408,4.8,The judge asked for a different sentence.,The judge asked for a different [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] sentence.
2170,sentence,a string of words satisfying the grammatical rules of a language,3.5228991508483887,1.4,The judge asked for a different sentence.,The judge asked for a different [a string of words satisfying the grammatical rules of a language] sentence.
2171,sentence,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.648531436920166,4.6,The judge asked for a different sentence.,The judge asked for a different [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] sentence.
2172,sentences,a string of words satisfying the grammatical rules of a language,3.491459608078003,2.6,The judge looked over the sentences before the trial began.,The judge looked over the [a string of words satisfying the grammatical rules of a language] sentences before the trial began.
2173,sentences,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.5749013423919678,4.0,The judge looked over the sentences before the trial began.,The judge looked over the [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] sentences before the trial began.
2174,sentences,a string of words satisfying the grammatical rules of a language,3.429330825805664,2.0,The judge looked over the sentences before the trial began.,The judge looked over the [a string of words satisfying the grammatical rules of a language] sentences before the trial began.
2175,sentences,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.4930458068847656,3.8333333333333335,The judge looked over the sentences before the trial began.,The judge looked over the [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] sentences before the trial began.
